tempC,precipMM,humidity,windspeedKmph,year,day,holidays,workday,rueckgaben,ausleihen,weekday,hour,weatherDesc2,month,ausleihenpredict,rueckgabenpredict,differenz_real,differenz_predicted,differenz_ausleihen_real_predict,differenz_rueckgaben_real_predict
21,0.0,79,18,2018,19,0,0,0,3,6,4,Overcast,8,0.8131766,1.0306965,3,-0.21751989999999988,2.1868233999999998,-1.0306965
21,0.1,79,20,2018,19,0,0,1,0,6,5,Light drizzle,8,0.9938259,1.0048894,-1,-0.011063499999999893,-0.9938259,-0.004889399999999933
21,0.1,79,21,2018,19,0,0,0,1,6,6,Light drizzle,8,1.7706026,1.7518095,1,0.018793099999999896,-0.7706025999999999,-1.7518095
21,0.0,78,21,2018,19,0,0,2,4,6,7,Light drizzle,8,2.867114,2.868756,2,-0.0016419999999999213,1.132886,-0.8687559999999999
21,0.1,77,21,2018,19,0,0,2,5,6,8,Light drizzle,8,3.3546681,3.5359921,3,-0.18132400000000004,1.6453319,-1.5359921
21,0.1,76,21,2018,19,0,0,16,4,6,9,Light drizzle,8,11.531598,16.297054,-12,-4.765455999999999,-7.531598000000001,-0.29705399999999926
21,0.0,74,19,2018,19,0,0,15,11,6,10,Light drizzle,8,14.45595,20.149872,-4,-5.693921999999999,-3.4559499999999996,-5.1498719999999985
22,0.1,72,17,2018,19,0,0,7,11,6,11,Light drizzle,8,21.447834,22.940668,4,-1.4928339999999984,-10.447834,-15.940667999999999
22,0.1,69,16,2018,19,0,0,21,9,6,12,Light drizzle,8,21.280241,24.60916,-12,-3.328918999999999,-12.280241,-3.6091599999999993
22,0.1,68,15,2018,19,0,0,18,19,6,13,Light drizzle,8,21.987854,25.259865,1,-3.2720110000000027,-2.9878539999999987,-7.259865000000001
23,0.1,67,14,2018,19,0,0,13,12,6,14,Light drizzle,8,26.157154,27.870218,-1,-1.7130640000000028,-14.157153999999998,-14.870218000000001
23,0.1,66,14,2018,19,0,0,9,18,6,15,Light drizzle,8,24.630554,25.684227,9,-1.0536729999999999,-6.630554,-16.684227
23,0.1,65,11,2018,19,0,0,29,16,6,16,Light drizzle,8,24.128332,24.957087,-13,-0.828755000000001,-8.128332,4.042912999999999
23,0.1,65,9,2018,19,0,0,32,24,6,17,Patchy rain possible,8,34.749104,25.29177,-8,9.457334000000003,-10.749104000000003,6.70823
23,0.2,64,6,2018,19,0,0,23,29,6,18,Patchy rain possible,8,40.528694,33.35444,6,7.174254000000005,-11.528694000000002,-10.354439999999997
23,0.1,67,8,2018,19,0,0,21,26,6,19,Patchy rain possible,8,31.316906,29.82028,5,1.4966259999999991,-5.3169059999999995,-8.82028
22,0.0,69,10,2018,19,0,0,19,9,6,20,Cloudy,8,20.347765,19.709692,-10,0.6380729999999986,-11.347764999999999,-0.7096920000000004
22,0.0,71,12,2018,19,0,0,3,4,6,21,Cloudy,8,10.4662485,10.152641,1,0.3136075000000016,-6.466248500000001,-7.152640999999999
22,0.0,71,13,2018,19,0,0,4,3,6,22,Cloudy,8,4.581946,3.4541533,-1,1.1277927,-1.5819460000000003,0.5458466999999998
22,0.0,70,14,2018,19,0,0,4,5,6,23,Partly cloudy,8,4.0278106,3.6456113,1,0.38219929999999946,0.9721894000000004,0.3543886999999999
21,0.0,70,14,2018,20,0,1,4,4,0,0,Partly cloudy,8,1.3377037,1.9178519,0,-0.5801482,2.6622963,2.0821481
21,0.0,70,13,2018,20,0,1,0,0,0,1,Partly cloudy,8,1.1757205,1.2541243,0,-0.07840380000000002,-1.1757205,-1.2541243
20,0.0,70,12,2018,20,0,1,0,0,0,2,Partly cloudy,8,0.9543296,1.1070083,0,-0.15267869999999995,-0.9543296,-1.1070083
20,0.0,71,12,2018,20,0,1,0,0,0,3,Partly cloudy,8,0.96773815,1.3324496,0,-0.36471144999999994,-0.96773815,-1.3324496
20,0.0,72,12,2018,20,0,1,0,0,0,4,Partly cloudy,8,0.9361927,1.0714087,0,-0.13521600000000011,-0.9361927,-1.0714087
20,0.0,73,12,2018,20,0,1,0,2,0,5,Cloudy,8,1.1207687,2.113647,2,-0.9928782999999999,0.8792313,-2.113647
20,0.0,74,12,2018,20,0,1,8,5,0,6,Cloudy,8,3.51761,8.511109,-3,-4.993499,1.48239,-0.5111089999999994
21,0.0,74,12,2018,20,0,1,27,21,0,7,Cloudy,8,13.794707,24.945526,-6,-11.150819,7.205292999999999,2.054473999999999
21,0.0,74,12,2018,20,0,1,73,29,0,8,Cloudy,8,23.44614,51.469288,-44,-28.023148,5.55386,21.530712
22,0.0,73,12,2018,20,0,1,43,15,0,9,Cloudy,8,15.348075,31.870924,-28,-16.522849,-0.3480749999999997,11.129076000000001
23,0.0,68,11,2018,20,0,1,9,15,0,10,Cloudy,8,7.3969736,9.788901,6,-2.3919273999999993,7.6030264,-0.7889009999999992
25,0.1,63,10,2018,20,0,1,8,4,0,11,Light rain shower,8,8.103509,10.081351,-4,-1.977841999999999,-4.103509000000001,-2.0813509999999997
26,0.1,58,9,2018,20,0,1,7,5,0,12,Light rain shower,8,10.886058,13.382105,-2,-2.496046999999999,-5.886058,-6.382104999999999
26,0.0,59,10,2018,20,0,1,12,15,0,13,Light rain shower,8,12.258533,14.058021,3,-1.7994880000000002,2.741467,-2.058021
25,0.1,61,12,2018,20,0,1,19,15,0,14,Light rain shower,8,11.55991,13.489382,-4,-1.9294720000000005,3.4400899999999996,5.510617999999999
25,0.1,62,13,2018,20,0,1,13,15,0,15,Light rain shower,8,10.865583,10.819211,2,0.046372000000001634,4.134416999999999,2.1807890000000008
25,0.0,65,11,2018,20,0,1,22,16,0,16,Light rain shower,8,11.907085,12.434009,-6,-0.5269239999999993,4.092915,9.565991
24,0.1,67,9,2018,20,0,1,50,81,0,17,Patchy rain possible,8,50.45551,31.544752,31,18.910757999999998,30.544490000000003,18.455248
24,0.1,70,8,2018,20,0,1,56,83,0,18,Patchy rain possible,8,63.594837,46.6845,27,16.910337,19.405163,9.3155
23,0.0,70,8,2018,20,0,1,32,58,0,19,Patchy rain possible,8,47.66872,37.952496,26,9.716224000000004,10.33128,-5.9524959999999965
23,0.0,71,8,2018,20,0,1,23,45,0,20,Cloudy,8,25.23935,21.506182,22,3.7331680000000027,19.76065,1.493818000000001
23,0.0,72,9,2018,20,0,1,15,15,0,21,Cloudy,8,11.718291,14.076092,0,-2.3578009999999985,3.2817089999999993,0.9239080000000008
22,0.0,72,10,2018,20,0,1,14,13,0,22,Cloudy,8,5.563588,5.5965505,-1,-0.032962500000000006,7.436412,8.4034495
22,0.0,72,11,2018,20,0,1,5,6,0,23,Partly cloudy,8,3.183789,5.5513825,1,-2.3675935,2.816211,-0.5513824999999999
22,0.0,72,12,2018,21,0,1,0,0,1,0,Partly cloudy,8,1.3907552,2.3706043,0,-0.9798491,-1.3907552,-2.3706043
22,0.0,73,11,2018,21,0,1,3,3,1,1,Partly cloudy,8,1.3888788,1.7573391,0,-0.36846029999999996,1.6111212,1.2426609
21,0.0,74,10,2018,21,0,1,0,0,1,2,Partly cloudy,8,0.9527823,1.0369804,0,-0.08419810000000005,-0.9527823,-1.0369804
21,0.0,75,9,2018,21,0,1,0,0,1,3,Partly cloudy,8,0.856235,1.0867916,0,-0.2305566,-0.856235,-1.0867916
21,0.0,74,10,2018,21,0,1,0,0,1,4,Partly cloudy,8,0.91605395,1.0569321,0,-0.14087815000000004,-0.91605395,-1.0569321
21,0.0,74,11,2018,21,0,1,1,0,1,5,Partly cloudy,8,1.1834735,2.704736,-1,-1.5212625,-1.1834735,-1.704736
21,0.0,74,12,2018,21,0,1,10,5,1,6,Partly cloudy,8,3.7808876,12.480944,-5,-8.7000564,1.2191124000000002,-2.480943999999999
22,0.0,70,13,2018,21,0,1,36,21,1,7,Partly cloudy,8,15.78068,32.374447,-15,-16.593767000000003,5.21932,3.6255529999999965
23,0.0,67,13,2018,21,0,1,63,34,1,8,Sunny,8,28.400158,64.93171,-29,-36.53155199999999,5.599841999999999,-1.9317099999999954
24,0.0,63,14,2018,21,0,1,57,22,1,9,Sunny,8,15.82482,35.0766,-35,-19.251779999999997,6.175179999999999,21.9234
25,0.0,62,14,2018,21,0,1,16,8,1,10,Sunny,8,7.3335137,11.695945,-8,-4.3624313,0.6664862999999999,4.304055
26,0.0,61,13,2018,21,0,1,9,12,1,11,Sunny,8,9.534603,12.642392,3,-3.1077889999999986,2.4653969999999994,-3.642391999999999
26,0.0,61,13,2018,21,0,1,18,16,1,12,Sunny,8,10.092875,13.965058,-2,-3.8721830000000015,5.907125000000001,4.034941999999999
26,0.0,62,15,2018,21,0,1,21,10,1,13,Sunny,8,11.011641,13.466467,-11,-2.4548260000000006,-1.0116409999999991,7.533533
26,0.0,64,17,2018,21,0,1,17,16,1,14,Partly cloudy,8,12.33608,15.90035,-1,-3.5642699999999987,3.663919999999999,1.0996500000000005
25,0.0,66,19,2018,21,0,1,17,15,1,15,Partly cloudy,8,12.926609,13.308799,-2,-0.38219000000000136,2.073391000000001,3.6912009999999995
25,0.0,69,18,2018,21,0,1,26,28,1,16,Partly cloudy,8,13.938552,15.455457,2,-1.5169049999999995,14.061448,10.544543
24,0.0,72,16,2018,21,0,1,36,66,1,17,Cloudy,8,48.66445,29.428915,30,19.235535000000002,17.335549999999998,6.571085
24,0.0,76,15,2018,21,0,1,60,78,1,18,Cloudy,8,59.53089,43.615448,18,15.915441999999999,18.46911,16.384552
23,0.0,77,16,2018,21,0,1,51,58,1,19,Cloudy,8,41.055813,32.834995,7,8.220818000000001,16.944187,18.165005
23,0.2,79,17,2018,21,0,1,28,22,1,20,Light rain shower,8,25.14448,20.269724,-6,4.874756000000001,-3.1444800000000015,7.730276
23,0.3,81,18,2018,21,0,1,15,26,1,21,Light rain shower,8,12.920752,14.04995,11,-1.1291980000000006,13.079248,0.9500499999999992
23,0.2,83,19,2018,21,0,1,10,5,1,22,Light rain shower,8,6.196793,6.7621584,-5,-0.5653653999999992,-1.1967930000000004,3.2378416000000003
23,1.7,85,19,2018,21,0,1,2,4,1,23,Moderate or heavy rain shower,8,2.570944,3.881604,2,-1.31066,1.429056,-1.8816039999999998
23,3.3,87,19,2018,22,0,1,0,0,2,0,Moderate or heavy rain shower,8,1.2323371,1.1228726,0,0.10946450000000008,-1.2323371,-1.1228726
23,1.7,88,17,2018,22,0,1,0,0,2,1,Moderate or heavy rain shower,8,1.3599081,1.0355473,0,0.3243608,-1.3599081,-1.0355473
23,1.2,88,15,2018,22,0,1,0,0,2,2,Moderate rain,8,0.96836394,0.92468333,0,0.04368061000000001,-0.96836394,-0.92468333
23,1.6,89,13,2018,22,0,1,0,0,2,3,Moderate rain,8,0.96029836,0.91483825,0,0.045460110000000054,-0.96029836,-0.91483825
23,0.8,86,12,2018,22,0,1,0,2,2,4,Moderate rain,8,0.9331681,0.8866195,2,0.04654859999999994,1.0668319,-0.8866195
23,1.2,84,12,2018,22,0,1,1,1,2,5,Moderate rain at times,8,1.1586412,1.4701971,0,-0.3115559000000001,-0.15864119999999993,-0.47019710000000003
24,1.6,81,12,2018,22,0,1,8,7,2,6,Moderate rain at times,8,2.8512795,7.5191493,-1,-4.6678698,4.1487205,0.4808507000000004
24,0.8,77,14,2018,22,0,1,22,9,2,7,Moderate rain at times,8,13.794641,24.396544,-13,-10.601902999999998,-4.794641,-2.3965439999999987
25,0.0,73,16,2018,22,0,1,66,30,2,8,Partly cloudy,8,30.822327,69.79587,-36,-38.97354299999999,-0.8223270000000014,-3.7958699999999936
26,0.0,68,18,2018,22,0,1,50,15,2,9,Partly cloudy,8,19.485588,42.76044,-35,-23.274852000000003,-4.485588,7.239559999999997
27,0.0,63,17,2018,22,0,1,12,13,2,10,Partly cloudy,8,10.365171,15.609937,1,-5.244766,2.634829,-3.6099370000000004
28,0.1,58,17,2018,22,0,1,12,16,2,11,Patchy rain possible,8,8.56842,11.141577,4,-2.573157,7.43158,0.8584230000000002
29,0.1,53,16,2018,22,0,1,14,13,2,12,Patchy rain possible,8,13.698617,16.571949,-1,-2.8733319999999996,-0.6986170000000005,-2.571949
29,0.0,52,18,2018,22,0,1,7,16,2,13,Patchy rain possible,8,14.247188,16.42043,9,-2.173242,1.7528120000000005,-9.42043
29,0.0,51,19,2018,22,0,1,19,12,2,14,Sunny,8,13.706977,16.337616,-7,-2.6306390000000004,-1.7069770000000002,2.6623839999999994
29,0.0,50,21,2018,22,0,1,37,23,2,15,Sunny,8,16.523434,17.293158,-14,-0.7697239999999965,6.476565999999998,19.706842
28,0.0,52,19,2018,22,0,1,21,22,2,16,Sunny,8,17.135061,17.593508,1,-0.4584469999999996,4.864939,3.406492
27,0.0,54,17,2018,22,0,1,42,66,2,17,Sunny,8,58.672657,37.612167,24,21.06049,7.327342999999999,4.3878330000000005
26,0.0,56,15,2018,22,0,1,63,84,2,18,Clear,8,74.559906,54.62634,21,19.933566,9.440094000000002,8.373660000000001
25,0.0,59,16,2018,22,0,1,39,40,2,19,Clear,8,54.72792,42.076965,1,12.650954999999996,-14.727919999999997,-3.0769650000000013
24,0.0,62,17,2018,22,0,1,23,25,2,20,Clear,8,33.108097,25.93134,2,7.176757000000002,-8.108097,-2.9313399999999987
23,0.0,65,19,2018,22,0,1,16,16,2,21,Clear,8,15.201974,13.449305,0,1.7526689999999991,0.7980260000000001,2.5506949999999993
23,0.0,66,18,2018,22,0,1,6,2,2,22,Clear,8,7.7040567,6.486472,-4,1.2175846999999997,-5.7040567,-0.486472
22,0.0,66,17,2018,22,0,1,3,7,2,23,Clear,8,3.536306,4.2295737,4,-0.6932677000000003,3.463694,-1.2295737000000004
22,0.0,67,15,2018,23,0,1,3,1,3,0,Clear,8,1.8102971,2.5558472,-2,-0.7455501,-0.8102971000000001,0.4441527999999999
22,0.0,67,15,2018,23,0,1,2,2,3,1,Clear,8,1.5351642,1.7060666,0,-0.1709023999999999,0.4648357999999999,0.2939334
22,0.0,67,15,2018,23,0,1,0,0,3,2,Partly cloudy,8,1.1006294,1.137413,0,-0.036783599999999916,-1.1006294,-1.137413
21,0.0,67,15,2018,23,0,1,0,0,3,3,Partly cloudy,8,0.8493673,1.2981641,0,-0.4487967999999999,-0.8493673,-1.2981641
21,0.0,64,15,2018,23,0,1,0,0,3,4,Partly cloudy,8,0.9213969,1.116457,0,-0.19506010000000007,-0.9213969,-1.116457
21,0.0,62,15,2018,23,0,1,1,3,3,5,Partly cloudy,8,1.1167978,2.5082753,2,-1.3914775000000001,1.8832022,-1.5082753000000002
21,0.0,59,14,2018,23,0,1,14,11,3,6,Partly cloudy,8,4.4142327,13.178166,-3,-8.763933299999998,6.5857673,0.8218340000000008
21,0.0,54,15,2018,23,0,1,20,12,3,7,Partly cloudy,8,13.7617445,30.494747,-8,-16.733002499999998,-1.7617445000000007,-10.494747
22,0.0,50,15,2018,23,0,1,67,32,3,8,Sunny,8,26.954632,64.033295,-35,-37.07866299999999,5.045368,2.9667050000000046
23,0.0,45,16,2018,23,0,1,59,16,3,9,Sunny,8,19.284527,42.94096,-43,-23.656432999999996,-3.2845270000000006,16.059040000000003
24,0.0,41,15,2018,23,0,1,9,11,3,10,Sunny,8,9.328876,14.584111,2,-5.255235000000001,1.6711240000000007,-5.584111
25,0.0,38,14,2018,23,0,1,12,7,3,11,Sunny,8,11.000605,14.2327175,-5,-3.2321124999999995,-4.000605,-2.2327174999999997
27,0.0,34,13,2018,23,0,1,7,12,3,12,Sunny,8,11.727981,16.613407,5,-4.885425999999999,0.27201900000000023,-9.613406999999999
27,0.0,36,14,2018,23,0,1,21,14,3,13,Sunny,8,14.110693,16.935228,-7,-2.824534999999999,-0.11069299999999949,4.064772000000001
26,0.0,37,14,2018,23,0,1,19,26,3,14,Sunny,8,14.324137,17.352411,7,-3.0282739999999997,11.675863,1.647589
26,0.0,39,14,2018,23,0,1,26,22,3,15,Sunny,8,16.087946,16.763733,-4,-0.6757869999999997,5.912054000000001,9.236267000000002
26,0.0,41,13,2018,23,0,1,25,27,3,16,Sunny,8,19.599825,19.741514,2,-0.1416889999999995,7.400175000000001,5.258486000000001
26,0.0,43,11,2018,23,0,1,48,83,3,17,Sunny,8,59.334373,37.678944,35,21.655428999999998,23.665627,10.321055999999999
25,0.0,45,10,2018,23,0,1,59,84,3,18,Clear,8,70.59039,51.229683,25,19.360706999999998,13.40961,7.770316999999999
25,0.0,47,11,2018,23,0,1,47,62,3,19,Clear,8,54.24655,41.471737,15,12.774813000000002,7.753450000000001,5.528263000000003
24,0.0,50,12,2018,23,0,1,32,32,3,20,Clear,8,31.565462,24.134375,0,7.4310870000000016,0.43453799999999987,7.865625000000001
23,0.0,53,14,2018,23,0,1,19,21,3,21,Clear,8,13.813159,12.592094,2,1.2210650000000012,7.186840999999999,6.4079060000000005
24,0.0,54,12,2018,23,0,1,16,16,3,22,Clear,8,7.2121596,6.9051003,0,0.3070592999999997,8.7878404,9.0948997
24,0.0,56,10,2018,23,0,1,8,9,3,23,Clear,8,3.879369,5.539559,1,-1.6601899999999996,5.1206309999999995,2.4604410000000003
24,0.0,57,8,2018,24,0,1,0,0,4,0,Clear,8,1.7265762,2.010943,0,-0.28436680000000014,-1.7265762,-2.010943
24,0.0,57,7,2018,24,0,1,0,0,4,1,Clear,8,1.2622478,1.4038311,0,-0.1415833000000002,-1.2622478,-1.4038311
24,0.0,57,6,2018,24,0,1,0,0,4,2,Clear,8,1.067828,1.3887244,0,-0.3208964000000001,-1.067828,-1.3887244
24,0.0,58,5,2018,24,0,1,0,0,4,3,Clear,8,0.8149331,0.9986245,0,-0.18369140000000006,-0.8149331,-0.9986245
24,0.0,56,5,2018,24,0,1,0,0,4,4,Clear,8,0.90693843,1.0349687,0,-0.1280302700000001,-0.90693843,-1.0349687
24,0.0,55,5,2018,24,0,1,0,0,4,5,Clear,8,1.1577528,1.317471,0,-0.15971820000000014,-1.1577528,-1.317471
23,0.0,54,5,2018,24,0,1,11,8,4,6,Sunny,8,2.8931317,10.74408,-3,-7.850948300000001,5.1068683,0.2559199999999997
25,0.0,52,4,2018,24,0,1,25,13,4,7,Sunny,8,14.41505,29.050955,-12,-14.635904999999998,-1.4150500000000008,-4.050954999999998
26,0.0,50,3,2018,24,0,1,64,24,4,8,Sunny,8,28.398487,64.65981,-40,-36.26132299999999,-4.398486999999999,-0.6598099999999931
28,0.0,48,3,2018,24,0,1,39,18,4,9,Sunny,8,18.421097,39.652832,-21,-21.231734999999997,-0.4210969999999996,-0.6528319999999965
29,0.0,44,4,2018,24,0,1,16,10,4,10,Sunny,8,14.380818,19.007421,-6,-4.626603000000001,-4.380818,-3.007421000000001
29,0.0,41,6,2018,24,0,1,12,14,4,11,Sunny,8,12.238169,15.399103,2,-3.160934000000001,1.7618310000000008,-3.399103
30,0.0,38,7,2018,24,0,1,18,12,4,12,Sunny,8,13.819856,17.80877,-6,-3.9889139999999994,-1.8198559999999997,0.1912300000000009
30,0.0,38,8,2018,24,0,1,21,23,4,13,Sunny,8,17.057732,19.082947,2,-2.0252149999999993,5.9422679999999986,1.9170529999999992
30,0.0,39,9,2018,24,0,1,18,18,4,14,Sunny,8,20.205261,21.734352,0,-1.529091000000001,-2.205261,-3.7343520000000012
30,0.0,39,10,2018,24,0,1,35,34,4,15,Sunny,8,24.152718,22.823618,-1,1.3291000000000004,9.847282,12.176382
29,0.0,41,11,2018,24,0,1,40,41,4,16,Sunny,8,30.940657,26.688787,1,4.25187,10.059342999999998,13.311212999999999
28,0.0,44,12,2018,24,0,1,52,77,4,17,Sunny,8,62.40553,40.570267,25,21.835262999999998,14.594470000000001,11.429732999999999
27,0.0,46,13,2018,24,0,1,41,69,4,18,Clear,8,58.369965,42.192585,28,16.17738,10.630035,-1.1925850000000011
27,0.0,48,12,2018,24,0,1,40,47,4,19,Clear,8,41.293243,32.455753,7,8.837489999999995,5.706757000000003,7.544246999999999
26,0.0,50,11,2018,24,0,1,36,32,4,20,Clear,8,22.400574,18.444427,-4,3.956146999999998,9.599426000000001,17.555573
26,0.0,52,11,2018,24,0,1,15,12,4,21,Clear,8,11.447026,10.901282,-3,0.5457439999999991,0.5529740000000007,4.098718
26,0.0,53,11,2018,24,0,1,7,16,4,22,Clear,8,8.205587,7.659583,9,0.5460039999999999,7.7944130000000005,-0.6595829999999996
26,0.0,53,11,2018,24,0,1,9,6,4,23,Clear,8,4.539153,5.796834,-3,-1.2576809999999998,1.4608470000000002,3.2031660000000004
26,0.0,54,12,2018,25,0,0,1,3,5,0,Clear,8,2.730338,2.9660394,2,-0.23570139999999995,0.26966199999999985,-1.9660394
25,0.0,55,10,2018,25,0,0,6,1,5,1,Clear,8,2.3300576,2.9278445,-5,-0.5977869,-1.3300576,3.0721555
25,0.0,56,8,2018,25,0,0,5,0,5,2,Clear,8,3.5516145,2.2118642,-5,1.3397503,-3.5516145,2.7881358
25,0.0,56,6,2018,25,0,0,0,0,5,3,Clear,8,3.1645672,2.7093518,0,0.45521540000000016,-3.1645672,-2.7093518
24,0.0,56,5,2018,25,0,0,0,1,5,4,Clear,8,2.2565014,1.4976455,1,0.7588558999999999,-1.2565013999999999,-1.4976455
24,0.0,55,3,2018,25,0,0,0,2,5,5,Clear,8,0.9545033,0.98937917,2,-0.03487586999999992,1.0454967,-0.98937917
23,0.0,54,1,2018,25,0,0,2,0,5,6,Sunny,8,1.2459636,1.8074657,-2,-0.5615021,-1.2459636,0.19253429999999994
24,0.0,52,3,2018,25,0,0,4,3,5,7,Sunny,8,1.8407699,2.469994,-1,-0.6292240999999998,1.1592301,1.5300060000000002
25,0.0,49,6,2018,25,0,0,4,7,5,8,Partly cloudy,8,6.2378917,6.0468845,3,0.1910071999999996,0.7621083000000004,-2.0468845
26,0.0,46,8,2018,25,0,0,18,20,5,9,Partly cloudy,8,16.631723,23.593725,2,-6.962001999999998,3.368276999999999,-5.593724999999999
26,0.0,44,9,2018,25,0,0,16,18,5,10,Partly cloudy,8,21.70912,25.72554,2,-4.01642,-3.7091199999999986,-9.725539999999999
27,0.0,43,9,2018,25,0,0,20,20,5,11,Cloudy,8,30.867481,29.587877,0,1.2796040000000026,-10.867481000000002,-9.587876999999999
27,0.0,42,10,2018,25,0,0,43,36,5,12,Cloudy,8,35.501587,35.24299,-7,0.25859700000000174,0.49841299999999933,7.757010000000001
27,0.0,43,10,2018,25,0,0,80,65,5,13,Cloudy,8,35.68118,36.078194,-15,-0.39701400000000575,29.318820000000002,43.921806
