hour,tempC,precipMM,humidity,windspeedKmph,weatherDesc2,year,month,day,ausleihen,rueckgaben,holidays,weekday,workday
18.0,24,0.1,70,8,Patchy rain possible,2018,8,20,83,56,0,0,1
19.0,23,0.0,70,8,Patchy rain possible,2018,8,20,58,32,0,0,1
20.0,23,0.0,71,8,Cloudy,2018,8,20,45,23,0,0,1
21.0,23,0.0,72,9,Cloudy,2018,8,20,15,15,0,0,1
22.0,22,0.0,72,10,Cloudy,2018,8,20,13,14,0,0,1
23.0,22,0.0,72,11,Partly cloudy,2018,8,20,6,5,0,0,1
0.0,22,0.0,72,12,Partly cloudy,2018,8,21,0,0,0,1,1
1.0,22,0.0,73,11,Partly cloudy,2018,8,21,3,3,0,1,1
2.0,21,0.0,74,10,Partly cloudy,2018,8,21,0,0,0,1,1
3.0,21,0.0,75,9,Partly cloudy,2018,8,21,0,0,0,1,1
4.0,21,0.0,74,10,Partly cloudy,2018,8,21,0,0,0,1,1
5.0,21,0.0,74,11,Partly cloudy,2018,8,21,0,1,0,1,1
6.0,21,0.0,74,12,Partly cloudy,2018,8,21,5,10,0,1,1
7.0,22,0.0,70,13,Partly cloudy,2018,8,21,21,36,0,1,1
8.0,23,0.0,67,13,Sunny,2018,8,21,34,63,0,1,1
9.0,24,0.0,63,14,Sunny,2018,8,21,22,57,0,1,1
10.0,25,0.0,62,14,Sunny,2018,8,21,8,16,0,1,1
11.0,26,0.0,61,13,Sunny,2018,8,21,12,9,0,1,1
12.0,26,0.0,61,13,Sunny,2018,8,21,16,18,0,1,1
13.0,26,0.0,62,15,Sunny,2018,8,21,10,21,0,1,1
14.0,26,0.0,64,17,Partly cloudy,2018,8,21,16,17,0,1,1
15.0,25,0.0,66,19,Partly cloudy,2018,8,21,15,17,0,1,1
16.0,25,0.0,69,18,Partly cloudy,2018,8,21,28,26,0,1,1
17.0,24,0.0,72,16,Cloudy,2018,8,21,66,36,0,1,1
18.0,24,0.0,76,15,Cloudy,2018,8,21,78,60,0,1,1
19.0,23,0.0,77,16,Cloudy,2018,8,21,58,51,0,1,1
20.0,23,0.2,79,17,Light rain shower,2018,8,21,22,28,0,1,1
21.0,23,0.3,81,18,Light rain shower,2018,8,21,26,15,0,1,1
22.0,23,0.2,83,19,Light rain shower,2018,8,21,5,10,0,1,1
23.0,23,1.7,85,19,Moderate or heavy rain shower,2018,8,21,4,2,0,1,1
0.0,23,3.3,87,19,Moderate or heavy rain shower,2018,8,22,0,0,0,2,1
1.0,23,1.7,88,17,Moderate or heavy rain shower,2018,8,22,0,0,0,2,1
2.0,23,1.2,88,15,Moderate rain,2018,8,22,0,0,0,2,1
3.0,23,1.6,89,13,Moderate rain,2018,8,22,0,0,0,2,1
4.0,23,0.8,86,12,Moderate rain,2018,8,22,2,0,0,2,1
5.0,23,1.2,84,12,Moderate rain at times,2018,8,22,1,1,0,2,1
6.0,24,1.6,81,12,Moderate rain at times,2018,8,22,7,8,0,2,1
7.0,24,0.8,77,14,Moderate rain at times,2018,8,22,9,22,0,2,1
8.0,25,0.0,73,16,Partly cloudy,2018,8,22,30,66,0,2,1
9.0,26,0.0,68,18,Partly cloudy,2018,8,22,15,50,0,2,1
10.0,27,0.0,63,17,Partly cloudy,2018,8,22,13,12,0,2,1
11.0,28,0.1,58,17,Patchy rain possible,2018,8,22,16,12,0,2,1
12.0,29,0.1,53,16,Patchy rain possible,2018,8,22,13,14,0,2,1
13.0,29,0.0,52,18,Patchy rain possible,2018,8,22,16,7,0,2,1
14.0,29,0.0,51,19,Sunny,2018,8,22,12,19,0,2,1
15.0,29,0.0,50,21,Sunny,2018,8,22,23,37,0,2,1
16.0,28,0.0,52,19,Sunny,2018,8,22,22,21,0,2,1
17.0,27,0.0,54,17,Sunny,2018,8,22,66,42,0,2,1
18.0,26,0.0,56,15,Clear,2018,8,22,84,63,0,2,1
19.0,25,0.0,59,16,Clear,2018,8,22,40,39,0,2,1
20.0,24,0.0,62,17,Clear,2018,8,22,25,23,0,2,1
21.0,23,0.0,65,19,Clear,2018,8,22,16,16,0,2,1
22.0,23,0.0,66,18,Clear,2018,8,22,2,6,0,2,1
23.0,22,0.0,66,17,Clear,2018,8,22,7,3,0,2,1
0.0,22,0.0,67,15,Clear,2018,8,23,1,3,0,3,1
1.0,22,0.0,67,15,Clear,2018,8,23,2,2,0,3,1
2.0,22,0.0,67,15,Partly cloudy,2018,8,23,0,0,0,3,1
3.0,21,0.0,67,15,Partly cloudy,2018,8,23,0,0,0,3,1
4.0,21,0.0,64,15,Partly cloudy,2018,8,23,0,0,0,3,1
5.0,21,0.0,62,15,Partly cloudy,2018,8,23,3,1,0,3,1
6.0,21,0.0,59,14,Partly cloudy,2018,8,23,11,14,0,3,1
7.0,21,0.0,54,15,Partly cloudy,2018,8,23,12,20,0,3,1
8.0,22,0.0,50,15,Sunny,2018,8,23,32,67,0,3,1
9.0,23,0.0,45,16,Sunny,2018,8,23,16,59,0,3,1
10.0,24,0.0,41,15,Sunny,2018,8,23,11,9,0,3,1
11.0,25,0.0,38,14,Sunny,2018,8,23,7,12,0,3,1
12.0,27,0.0,34,13,Sunny,2018,8,23,12,7,0,3,1
13.0,27,0.0,36,14,Sunny,2018,8,23,14,21,0,3,1
14.0,26,0.0,37,14,Sunny,2018,8,23,26,19,0,3,1
15.0,26,0.0,39,14,Sunny,2018,8,23,22,26,0,3,1
16.0,26,0.0,41,13,Sunny,2018,8,23,27,25,0,3,1
17.0,26,0.0,43,11,Sunny,2018,8,23,83,48,0,3,1
18.0,25,0.0,45,10,Clear,2018,8,23,84,59,0,3,1
19.0,25,0.0,47,11,Clear,2018,8,23,62,47,0,3,1
20.0,24,0.0,50,12,Clear,2018,8,23,32,32,0,3,1
21.0,23,0.0,53,14,Clear,2018,8,23,21,19,0,3,1
22.0,24,0.0,54,12,Clear,2018,8,23,16,16,0,3,1
23.0,24,0.0,56,10,Clear,2018,8,23,9,8,0,3,1
0.0,24,0.0,57,8,Clear,2018,8,24,0,0,0,4,1
1.0,24,0.0,57,7,Clear,2018,8,24,0,0,0,4,1
2.0,24,0.0,57,6,Clear,2018,8,24,0,0,0,4,1
3.0,24,0.0,58,5,Clear,2018,8,24,0,0,0,4,1
4.0,24,0.0,56,5,Clear,2018,8,24,0,0,0,4,1
5.0,24,0.0,55,5,Clear,2018,8,24,0,0,0,4,1
6.0,23,0.0,54,5,Sunny,2018,8,24,8,11,0,4,1
7.0,25,0.0,52,4,Sunny,2018,8,24,13,25,0,4,1
8.0,26,0.0,50,3,Sunny,2018,8,24,24,64,0,4,1
9.0,28,0.0,48,3,Sunny,2018,8,24,18,39,0,4,1
10.0,29,0.0,44,4,Sunny,2018,8,24,10,16,0,4,1
11.0,29,0.0,41,6,Sunny,2018,8,24,14,12,0,4,1
12.0,30,0.0,38,7,Sunny,2018,8,24,12,18,0,4,1
13.0,30,0.0,38,8,Sunny,2018,8,24,23,21,0,4,1
14.0,30,0.0,39,9,Sunny,2018,8,24,18,18,0,4,1
15.0,30,0.0,39,10,Sunny,2018,8,24,34,35,0,4,1
16.0,29,0.0,41,11,Sunny,2018,8,24,41,40,0,4,1
17.0,28,0.0,44,12,Sunny,2018,8,24,77,52,0,4,1
18.0,27,0.0,46,13,Clear,2018,8,24,69,41,0,4,1
19.0,27,0.0,48,12,Clear,2018,8,24,47,40,0,4,1
20.0,26,0.0,50,11,Clear,2018,8,24,32,36,0,4,1
21.0,26,0.0,52,11,Clear,2018,8,24,12,15,0,4,1
22.0,26,0.0,53,11,Clear,2018,8,24,16,7,0,4,1
23.0,26,0.0,53,11,Clear,2018,8,24,6,9,0,4,1
0.0,26,0.0,54,12,Clear,2018,8,25,3,1,0,5,0
1.0,25,0.0,55,10,Clear,2018,8,25,1,6,0,5,0
2.0,25,0.0,56,8,Clear,2018,8,25,0,5,0,5,0
3.0,25,0.0,56,6,Clear,2018,8,25,0,0,0,5,0
4.0,24,0.0,56,5,Clear,2018,8,25,1,0,0,5,0
5.0,24,0.0,55,3,Clear,2018,8,25,2,0,0,5,0
6.0,23,0.0,54,1,Sunny,2018,8,25,0,2,0,5,0
7.0,24,0.0,52,3,Sunny,2018,8,25,3,4,0,5,0
8.0,25,0.0,49,6,Partly cloudy,2018,8,25,7,4,0,5,0
9.0,26,0.0,46,8,Partly cloudy,2018,8,25,20,18,0,5,0
10.0,26,0.0,44,9,Partly cloudy,2018,8,25,18,16,0,5,0
11.0,27,0.0,43,9,Cloudy,2018,8,25,20,20,0,5,0
12.0,27,0.0,42,10,Cloudy,2018,8,25,36,43,0,5,0
13.0,27,0.0,43,10,Cloudy,2018,8,25,65,80,0,5,0
14.0,27,0.0,44,11,Sunny,2018,8,25,46,46,0,5,0
15.0,27,0.0,45,12,Sunny,2018,8,25,55,55,0,5,0
16.0,26,0.0,47,11,Sunny,2018,8,25,35,32,0,5,0
17.0,26,0.0,49,11,Sunny,2018,8,25,32,35,0,5,0
18.0,26,0.0,52,10,Clear,2018,8,25,37,38,0,5,0
19.0,26,0.0,54,11,Clear,2018,8,25,41,23,0,5,0
20.0,25,0.0,56,11,Clear,2018,8,25,16,11,0,5,0
21.0,25,0.0,59,11,Clear,2018,8,25,14,14,0,5,0
22.0,24,0.0,60,10,Clear,2018,8,25,14,15,0,5,0
23.0,24,0.0,60,9,Clear,2018,8,25,2,4,0,5,0
0.0,24,0.0,61,9,Clear,2018,8,26,2,3,0,6,0
1.0,23,0.0,62,9,Clear,2018,8,26,0,1,0,6,0
2.0,22,0.0,64,9,Clear,2018,8,26,0,1,0,6,0
3.0,22,0.0,65,9,Clear,2018,8,26,1,2,0,6,0
4.0,22,0.0,65,9,Clear,2018,8,26,1,0,0,6,0
5.0,22,0.0,65,8,Clear,2018,8,26,0,1,0,6,0
6.0,23,0.0,66,8,Sunny,2018,8,26,0,0,0,6,0
7.0,24,0.0,63,10,Sunny,2018,8,26,2,3,0,6,0
8.0,25,0.0,61,12,Sunny,2018,8,26,3,4,0,6,0
9.0,26,0.0,58,14,Sunny,2018,8,26,10,14,0,6,0
10.0,27,0.0,56,13,Sunny,2018,8,26,20,12,0,6,0
11.0,28,0.0,54,13,Partly cloudy,2018,8,26,37,55,0,6,0
12.0,29,0.0,52,12,Partly cloudy,2018,8,26,37,32,0,6,0
13.0,29,0.0,53,13,Partly cloudy,2018,8,26,29,52,0,6,0
14.0,29,0.0,54,14,Overcast,2018,8,26,19,22,0,6,0
15.0,29,0.0,54,14,Overcast,2018,8,26,40,40,0,6,0
16.0,29,0.0,57,14,Overcast,2018,8,26,41,34,0,6,0
17.0,28,0.0,59,14,Partly cloudy,2018,8,26,25,32,0,6,0
18.0,28,0.0,61,13,Partly cloudy,2018,8,26,50,37,0,6,0
19.0,27,0.0,64,13,Partly cloudy,2018,8,26,30,32,0,6,0
20.0,27,0.0,66,13,Partly cloudy,2018,8,26,11,19,0,6,0
21.0,26,0.0,68,13,Partly cloudy,2018,8,26,11,8,0,6,0
22.0,26,0.0,69,13,Partly cloudy,2018,8,26,6,12,0,6,0
23.0,25,0.0,71,13,Partly cloudy,2018,8,26,6,1,0,6,0
0.0,25,0.0,72,13,Partly cloudy,2018,8,27,6,3,0,0,1
1.0,25,0.0,75,12,Partly cloudy,2018,8,27,1,2,0,0,1
2.0,25,0.0,78,12,Clear,2018,8,27,1,1,0,0,1
3.0,24,0.0,81,11,Clear,2018,8,27,0,0,0,0,1
4.0,25,0.0,80,9,Clear,2018,8,27,1,0,0,0,1
5.0,25,0.0,79,7,Clear,2018,8,27,2,1,0,0,1
6.0,26,0.0,78,5,Sunny,2018,8,27,8,13,0,0,1
7.0,27,0.0,73,5,Sunny,2018,8,27,13,20,0,0,1
8.0,28,0.0,68,5,Sunny,2018,8,27,26,54,0,0,1
9.0,30,0.0,63,5,Sunny,2018,8,27,19,45,0,0,1
10.0,31,0.0,59,5,Sunny,2018,8,27,8,20,0,0,1
11.0,32,0.0,54,5,Sunny,2018,8,27,25,33,0,0,1
12.0,33,0.0,50,5,Sunny,2018,8,27,27,17,0,0,1
13.0,33,0.0,50,7,Sunny,2018,8,27,10,21,0,0,1
14.0,33,0.0,50,8,Sunny,2018,8,27,11,10,0,0,1
15.0,33,0.0,51,9,Sunny,2018,8,27,18,13,0,0,1
16.0,32,0.0,53,9,Sunny,2018,8,27,24,13,0,0,1
17.0,31,0.0,55,9,Partly cloudy,2018,8,27,56,44,0,0,1
18.0,30,0.0,58,9,Partly cloudy,2018,8,27,84,48,0,0,1
19.0,30,0.0,62,10,Partly cloudy,2018,8,27,60,47,0,0,1
20.0,29,0.0,66,11,Partly cloudy,2018,8,27,23,24,0,0,1
21.0,28,0.0,70,12,Partly cloudy,2018,8,27,13,14,0,0,1
22.0,28,0.0,73,11,Partly cloudy,2018,8,27,4,8,0,0,1
23.0,27,0.0,75,11,Clear,2018,8,27,4,3,0,0,1
0.0,27,0.0,78,11,Clear,2018,8,28,2,2,0,1,1
1.0,27,0.0,79,11,Clear,2018,8,28,0,0,0,1,1
2.0,27,0.4,81,11,Patchy rain possible,2018,8,28,0,1,0,1,1
3.0,26,0.6,82,10,Patchy rain possible,2018,8,28,0,0,0,1,1
4.0,26,0.3,81,9,Patchy rain possible,2018,8,28,0,0,0,1,1
5.0,27,0.7,80,7,Patchy rain possible,2018,8,28,5,4,0,1,1
6.0,27,1.0,78,5,Patchy rain possible,2018,8,28,7,11,0,1,1
7.0,28,0.5,72,6,Patchy rain possible,2018,8,28,12,38,0,1,1
8.0,30,0.1,66,7,Sunny,2018,8,28,29,60,0,1,1
9.0,32,0.1,60,8,Sunny,2018,8,28,15,40,0,1,1
10.0,33,0.1,55,10,Sunny,2018,8,28,15,20,0,1,1
11.0,34,0.1,50,11,Sunny,2018,8,28,9,11,0,1,1
12.0,35,0.1,45,13,Sunny,2018,8,28,8,10,0,1,1
13.0,35,0.1,45,14,Sunny,2018,8,28,10,13,0,1,1
14.0,34,0.0,45,16,Sunny,2018,8,28,7,8,0,1,1
15.0,34,0.0,44,18,Sunny,2018,8,28,16,12,0,1,1
16.0,33,0.0,48,17,Sunny,2018,8,28,30,19,0,1,1
17.0,33,0.0,51,17,Sunny,2018,8,28,69,29,0,1,1
18.0,32,0.0,55,16,Clear,2018,8,28,73,39,0,1,1
19.0,31,0.0,58,16,Clear,2018,8,28,40,36,0,1,1
20.0,30,0.0,62,16,Clear,2018,8,28,34,26,0,1,1
21.0,30,0.0,65,17,Clear,2018,8,28,14,15,0,1,1
22.0,29,0.0,67,16,Clear,2018,8,28,7,7,0,1,1
23.0,29,0.2,69,16,Clear,2018,8,28,2,3,0,1,1
0.0,29,0.4,71,16,Clear,2018,8,29,2,2,0,2,1
1.0,28,0.2,71,15,Clear,2018,8,29,1,0,0,2,1
2.0,28,0.1,71,14,Clear,2018,8,29,0,0,0,2,1
3.0,28,0.1,71,13,Clear,2018,8,29,0,0,0,2,1
4.0,28,0.0,71,10,Clear,2018,8,29,1,0,0,2,1
5.0,28,0.1,71,8,Clear,2018,8,29,2,2,0,2,1
6.0,28,0.1,71,5,Sunny,2018,8,29,7,10,0,2,1
7.0,29,0.0,65,8,Sunny,2018,8,29,16,21,0,2,1
8.0,31,0.0,60,10,Sunny,2018,8,29,25,60,0,2,1
9.0,32,0.0,54,12,Sunny,2018,8,29,14,31,0,2,1
10.0,33,0.0,52,13,Sunny,2018,8,29,7,3,0,2,1
11.0,34,0.0,49,14,Sunny,2018,8,29,8,6,0,2,1
12.0,34,0.0,46,14,Sunny,2018,8,29,9,11,0,2,1
13.0,34,0.0,46,15,Sunny,2018,8,29,8,8,0,2,1
14.0,34,0.0,45,17,Sunny,2018,8,29,11,8,0,2,1
15.0,34,0.0,45,18,Sunny,2018,8,29,15,9,0,2,1
16.0,33,0.0,47,16,Sunny,2018,8,29,15,9,0,2,1
17.0,33,0.0,49,15,Sunny,2018,8,29,57,40,0,2,1
18.0,32,0.0,50,13,Clear,2018,8,29,57,60,0,2,1
19.0,31,0.0,54,14,Clear,2018,8,29,43,40,0,2,1
20.0,31,0.0,57,15,Clear,2018,8,29,32,25,0,2,1
21.0,30,0.0,61,17,Clear,2018,8,29,23,9,0,2,1
22.0,29,0.0,63,16,Clear,2018,8,29,8,8,0,2,1
23.0,29,0.0,65,16,Clear,2018,8,29,1,2,0,2,1
0.0,29,0.0,67,15,Clear,2018,8,30,0,2,0,3,1
1.0,28,0.0,68,14,Clear,2018,8,30,0,0,0,3,1
2.0,28,0.0,70,13,Clear,2018,8,30,0,1,0,3,1
3.0,27,0.0,71,12,Clear,2018,8,30,1,0,0,3,1
4.0,27,0.0,70,12,Clear,2018,8,30,0,0,0,3,1
5.0,27,0.0,69,12,Clear,2018,8,30,1,2,0,3,1
6.0,26,0.0,68,13,Sunny,2018,8,30,7,10,0,3,1
7.0,28,0.0,64,13,Sunny,2018,8,30,14,34,0,3,1
8.0,29,0.0,61,14,Sunny,2018,8,30,26,50,0,3,1
9.0,30,0.0,57,14,Sunny,2018,8,30,14,26,0,3,1
10.0,30,0.0,54,12,Sunny,2018,8,30,7,7,0,3,1
11.0,31,0.0,52,10,Cloudy,2018,8,30,3,9,0,3,1
12.0,32,0.0,50,8,Cloudy,2018,8,30,12,9,0,3,1
13.0,32,0.0,51,7,Cloudy,2018,8,30,7,10,0,3,1
14.0,31,0.0,52,7,Overcast,2018,8,30,7,7,0,3,1
15.0,31,0.0,54,6,Overcast,2018,8,30,23,22,0,3,1
16.0,31,0.0,55,7,Overcast,2018,8,30,34,22,0,3,1
17.0,30,0.0,57,7,Partly cloudy,2018,8,30,55,29,0,3,1
18.0,30,0.0,59,7,Partly cloudy,2018,8,30,55,42,0,3,1
19.0,28,0.0,60,9,Partly cloudy,2018,8,30,44,30,0,3,1
20.0,27,0.1,61,10,Patchy rain possible,2018,8,30,16,16,0,3,1
21.0,26,0.1,62,12,Patchy rain possible,2018,8,30,15,11,0,3,1
22.0,26,0.0,62,13,Patchy rain possible,2018,8,30,8,9,0,3,1
23.0,25,0.1,63,14,Light rain shower,2018,8,30,7,9,0,3,1
0.0,25,0.2,63,15,Light rain shower,2018,8,31,1,3,0,4,1
1.0,24,0.1,67,17,Light rain shower,2018,8,31,0,0,0,4,1
2.0,24,0.4,71,18,Light rain shower,2018,8,31,0,0,0,4,1
3.0,23,0.5,75,19,Light rain shower,2018,8,31,0,0,0,4,1
4.0,23,0.2,76,18,Light rain shower,2018,8,31,2,0,0,4,1
5.0,23,0.4,76,17,Light rain shower,2018,8,31,2,1,0,4,1
6.0,23,0.5,77,16,Light rain shower,2018,8,31,2,5,0,4,1
7.0,23,0.3,74,17,Light rain shower,2018,8,31,16,17,0,4,1
8.0,24,0.1,72,19,Light rain shower,2018,8,31,17,36,0,4,1
9.0,24,0.1,69,20,Light rain shower,2018,8,31,14,27,0,4,1
10.0,24,0.1,67,18,Light rain shower,2018,8,31,11,23,0,4,1
11.0,25,0.1,66,16,Patchy light drizzle,2018,8,31,18,9,0,4,1
12.0,25,0.2,64,14,Patchy light drizzle,2018,8,31,8,14,0,4,1
13.0,25,0.1,64,16,Patchy light drizzle,2018,8,31,15,19,0,4,1
14.0,25,0.2,64,18,Light rain shower,2018,8,31,18,7,0,4,1
15.0,25,0.3,64,19,Light rain shower,2018,8,31,25,26,0,4,1
16.0,24,0.2,65,19,Light rain shower,2018,8,31,46,24,0,4,1
17.0,24,0.2,66,20,Light rain shower,2018,8,31,23,24,0,4,1
18.0,23,0.3,67,20,Light rain shower,2018,8,31,20,10,0,4,1
19.0,23,0.2,68,19,Light rain shower,2018,8,31,15,14,0,4,1
20.0,22,0.0,69,19,Partly cloudy,2018,8,31,11,9,0,4,1
21.0,22,0.0,70,19,Partly cloudy,2018,8,31,7,8,0,4,1
22.0,22,0.0,71,18,Partly cloudy,2018,8,31,8,7,0,4,1
23.0,22,0.0,73,18,Cloudy,2018,8,31,2,5,0,4,1
